"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"8008"	"be"	"her"	"last"	"stroller"	"ride"	1
"8009"	"be"	"here"	"at"	"midnight"	"to"	1
"8010"	"be"	"here"	"friday"	"morn"	"tuesday"	1
"8011"	"be"	"here"	"rt"	"tin"	"can"	1
"8012"	"be"	"highlighted"	"on"	"public"	"places"	1
"8013"	"be"	"his"	"intention"	"to"	"enroll"	1
"8014"	"be"	"home"	"for"	"the"	"weekendim"	1
"8015"	"be"	"honest"	"and"	"say"	"that"	1
"8016"	"be"	"honest"	"john"	"barrowman"	"isnt"	1
"8017"	"be"	"honest"	"with"	"you"	"there"	1
"8018"	"be"	"hosting"	"an"	"acoustic"	"event"	1
"8019"	"be"	"hurried"	"the"	"lilly"	"endowments"	1
"8020"	"be"	"i"	"feel"	"like"	"someone"	1
"8021"	"be"	"ie"	"only"	"shades"	"of"	1
"8022"	"be"	"in"	"attendance"	"in"	"adoration"	1
"8023"	"be"	"in"	"br"	"for"	"sessions"	1
"8024"	"be"	"in"	"chicago"	"to"	"watch"	1
"8025"	"be"	"in"	"it"	"ya"	"win"	1
"8026"	"be"	"in"	"miami"	"the"	"night"	1
"8027"	"be"	"in"	"my"	"book"	"tweet"	1
"8028"	"be"	"in"	"my"	"fanfic"	"okay"	1
"8029"	"be"	"in"	"seriously"	"though"	"i"	1
"8030"	"be"	"in"	"that"	"takes"	"your"	1
"8031"	"be"	"in"	"the"	"bed"	"right"	1
"8032"	"be"	"in"	"the"	"form"	"of"	1
"8033"	"be"	"in"	"the"	"full"	"swing"	1
"8034"	"be"	"incorporated"	"with"	"the"	"two"	1
"8035"	"be"	"independent"	"therefore"	"so"	"as"	1
"8036"	"be"	"interested"	"in"	"your"	"home"	1
"8037"	"be"	"interesting"	"to"	"be"	"a"	1
"8038"	"be"	"irrationally"	"glued"	"to"	"my"	1
"8039"	"be"	"issued"	"for"	"stimulants"	"because"	1
"8040"	"be"	"jess"	"and"	"failing"	"miserably"	1
"8041"	"be"	"judged"	"life"	"goes"	"on"	1
"8042"	"be"	"labeled"	"obstructed"	"view"	"ie"	1
"8043"	"be"	"leaner"	"financially"	"but"	"thats"	1
"8044"	"be"	"like"	"a"	"bad"	"movie"	1
"8045"	"be"	"like"	"sam"	"and"	"ronnie"	1
"8046"	"be"	"little"	"convincing"	"data"	"that"	1
"8047"	"be"	"long"	"and"	"dangerous"	"for"	1
"8048"	"be"	"magical"	"and"	"seem"	"to"	1
"8049"	"be"	"making"	"and"	"im"	"no"	1
"8050"	"be"	"making"	"designs"	"in"	"the"	1
"8051"	"be"	"manifested"	"in"	"the"	"great"	1
"8052"	"be"	"members"	"and"	"bear"	"the"	1
"8053"	"be"	"met"	"by"	"the"	"zerobased"	1
"8054"	"be"	"met"	"johnson"	"said"	"courses"	1
"8055"	"be"	"missed"	"good"	"luck"	"in"	1
"8056"	"be"	"missionaries"	"for"	"the"	"day"	1
"8057"	"be"	"more"	"drawn"	"to"	"kissingers"	1
"8058"	"be"	"more"	"effectively"	"medically"	"as"	1
"8059"	"be"	"more"	"like"	"n"	"have"	1
"8060"	"be"	"more"	"potent"	"than"	"you"	1
"8061"	"be"	"most"	"effectively"	"marketed"	"in"	1
"8062"	"be"	"moving"	"though"	"i"	"said"	1
"8063"	"be"	"my"	"all"	"time"	"favorite"	1
"8064"	"be"	"my"	"hero"	"and"	"ill"	1
"8065"	"be"	"my"	"last"	"i"	"thoroughly"	1
"8066"	"be"	"my"	"worst"	"enemy"	"princeton"	1
"8067"	"be"	"my"	"xacto"	"knife"	"glue"	1
"8068"	"be"	"my"	"year"	"i"	"am"	1
"8069"	"be"	"nice"	"so"	"that"	"grandpa"	1
"8070"	"be"	"nice"	"to"	"see"	"wifi"	1
"8071"	"be"	"nick"	"johnsons"	"stash"	"i"	1
"8072"	"be"	"no"	"opportunity"	"to"	"eat"	1
"8073"	"be"	"not"	"entangled"	"again"	"with"	1
"8074"	"be"	"nothing"	"it"	"will"	"be"	1
"8075"	"be"	"of"	"particular"	"use"	"in"	1
"8076"	"be"	"okay"	"and"	"thats"	"the"	1
"8077"	"be"	"on"	"augmentin"	"for"	"ten"	1
"8078"	"be"	"on"	"campus"	"next"	"week"	1
"8079"	"be"	"on"	"pennsylvania"	"imradiocom"	"today"	1
"8080"	"be"	"on"	"that"	"broken"	"jaw"	1
"8081"	"be"	"on"	"the"	"margins"	"of"	1
"8082"	"be"	"on"	"to"	"one"	"of"	1
"8083"	"be"	"one"	"of"	"the"	"best"	1
"8084"	"be"	"one"	"of"	"the"	"official"	1
"8085"	"be"	"our"	"last"	"meeting"	"but"	1
"8086"	"be"	"out"	"by"	"august"	"i"	1
"8087"	"be"	"out"	"january"	"a"	"great"	1
"8088"	"be"	"out"	"of"	"control"	"some"	1
"8089"	"be"	"out"	"there"	"in"	"the"	1
"8090"	"be"	"overturned"	"munoz"	"said"	"he"	1
"8091"	"be"	"paid"	"for"	"corporate"	"name"	1
"8092"	"be"	"part"	"of"	"a"	"church"	1
"8093"	"be"	"part"	"of"	"dealthey"	"can"	1
"8094"	"be"	"part"	"of"	"something"	"that"	1
"8095"	"be"	"perfect"	"frankly"	"im"	"not"	1
"8096"	"be"	"playin"	"jocelin"	"just"	"over"	1
"8097"	"be"	"plentiful"	"for"	"years"	"to"	1
"8098"	"be"	"pointed"	"out"	"that"	"the"	1
"8099"	"be"	"potent"	"like"	"asparagus"	"a"	1
"8100"	"be"	"praying"	"for"	"you"	"all"	1
"8101"	"be"	"pregnant"	"made"	"bbq"	"chicken"	1
"8102"	"be"	"profitable"	"and"	"that"	"the"	1
"8103"	"be"	"profitable"	"on"	"cars"	"alone"	1
"8104"	"be"	"proportional"	"to"	"the"	"engine"	1
"8105"	"be"	"prudent"	"to"	"wait"	"weeks"	1
"8106"	"be"	"pursued"	"through"	"universal"	"or"	1
"8107"	"be"	"pushed"	"the"	"vision"	"pulls"	1
"8108"	"be"	"put"	"away"	"in"	"adolescence"	1
"8109"	"be"	"putting"	"some"	"new"	"music"	1
"8110"	"be"	"quicker"	"than"	"i"	"but"	1
"8111"	"be"	"reading"	"during"	"class"	"stfu"	1
"8112"	"be"	"ready"	"he"	"stared"	"at"	1
"8113"	"be"	"ready"	"physically"	"and"	"spiritually"	1
"8114"	"be"	"remise"	"if"	"i"	"didnt"	1
"8115"	"be"	"required"	"to"	"choose"	"a"	1
"8116"	"be"	"required"	"to"	"do"	"any"	1
"8117"	"be"	"richer"	"in"	"time"	"richer"	1
"8118"	"be"	"ridiculed"	"their"	"adherents"	"belittled"	1
"8119"	"be"	"ridiculous"	"how"	"much"	"fun"	1
"8120"	"be"	"running"	"at"	"a"	"loss"	1
"8121"	"be"	"said"	"for"	"little"	"farm"	1
"8122"	"be"	"said"	"for"	"raising"	"the"	1
"8123"	"be"	"said"	"of"	"a"	"lot"	1
"8124"	"be"	"saying"	"the"	"same"	"thing"	1
"8125"	"be"	"seen"	"as"	"more"	"assertive"	1
"8126"	"be"	"seen"	"as"	"out"	"of"	1
"8127"	"be"	"seen"	"heard"	"on"	"pbs"	1
"8128"	"be"	"selected"	"for"	"the"	"hall"	1
"8129"	"be"	"seriously"	"hunkered"	"down"	"for"	1
"8130"	"be"	"sharing"	"my"	"ideas"	"about"	1
"8131"	"be"	"sharing"	"them"	"starting"	"next"	1
"8132"	"be"	"sharing"	"with"	"you"	"very"	1
"8133"	"be"	"shot"	"once"	"and"	"then"	1
"8134"	"be"	"showing"	"you"	"two"	"awesome"	1
"8135"	"be"	"slowed"	"down"	"by"	"smoking"	1
"8136"	"be"	"sluggish"	"anxious"	"unfocused"	"tired"	1
"8137"	"be"	"smacked"	"for"	"that"	"thats"	1
"8138"	"be"	"so"	"enamoured"	"at"	"the"	1
"8139"	"be"	"so"	"im"	"on"	"the"	1
"8140"	"be"	"solid"	"state"	"and"	"consumer"	1
"8141"	"be"	"some"	"where"	"but"	"u"	1
"8142"	"be"	"something"	"getting"	"our"	"yung"	1
"8143"	"be"	"special"	"hospitals"	"left"	"for"	1
"8144"	"be"	"spilling"	"the"	"beans"	"on"	1
"8145"	"be"	"started"	"next"	"week"	"today"	1
"8146"	"be"	"stronger"	"and"	"ill"	"make"	1
"8147"	"be"	"stuck"	"with"	"a"	"load"	1
"8148"	"be"	"stuffed"	"with"	"a"	"prefold"	1
"8149"	"be"	"sure"	"firstquarter"	"earnings"	"for"	1
"8150"	"be"	"sure"	"to"	"add"	"me"	1
"8151"	"be"	"sure"	"to"	"benefit"	"from"	1
"8152"	"be"	"sure"	"to"	"make"	"reservations"	1
"8153"	"be"	"sure"	"to"	"post"	"them"	1
"8154"	"be"	"sure"	"to"	"stay"	"tuned"	1
"8155"	"be"	"suspended"	"for"	"two"	"years"	1
"8156"	"be"	"taken"	"over"	"by"	"their"	1
"8157"	"be"	"taking"	"some"	"more"	"developing"	1
"8158"	"be"	"taking"	"steps"	"to"	"protect"	1
"8159"	"be"	"taxed"	"a"	"lot"	"of"	1
"8160"	"be"	"telling"	"them"	"where"	"the"	1
"8161"	"be"	"telling"	"us"	"about"	"his"	1
"8162"	"be"	"temporarily"	"laid"	"off"	"in"	1
"8163"	"be"	"that"	"boring"	"after"	"all"	1
"8164"	"be"	"the"	"best"	"manicure"	"ive"	1
"8165"	"be"	"the"	"blownup"	"photos"	"as"	1
"8166"	"be"	"the"	"different"	"area"	"of"	1
"8167"	"be"	"the"	"empty"	"suit"	"that"	1
"8168"	"be"	"the"	"fairytale"	"land"	"she"	1
"8169"	"be"	"the"	"first"	"to"	"graduate"	1
"8170"	"be"	"the"	"lamb"	"this"	"believe"	1
"8171"	"be"	"the"	"most"	"effective"	"in"	1
"8172"	"be"	"the"	"most"	"talked"	"about"	1
"8173"	"be"	"the"	"one"	"to"	"make"	1
"8174"	"be"	"the"	"only"	"person"	"who"	1
"8175"	"be"	"the"	"perfect"	"girl"	"for"	1
"8176"	"be"	"the"	"point"	"in"	"all"	1
"8177"	"be"	"the"	"reason"	"for"	"the"	1
"8178"	"be"	"the"	"same"	"nothing"	"really"	1
"8179"	"be"	"the"	"signal"	"for"	"a"	1
"8180"	"be"	"the"	"skillfullest"	"but"	"he"	1
"8181"	"be"	"the"	"variety"	"or"	"could"	1
"8182"	"be"	"the"	"warmest"	"and"	"most"	1
"8183"	"be"	"the"	"wind"	"beneath"	"their"	1
"8184"	"be"	"then"	"goodness"	"but"	"that"	1
"8185"	"be"	"there"	"all"	"his"	"life"	1
"8186"	"be"	"there"	"and"	"it"	"is"	1
"8187"	"be"	"there"	"for"	"th"	"anniversary"	1
"8188"	"be"	"there"	"if"	"the"	"feds"	1
"8189"	"be"	"there"	"is"	"there"	"any"	1
"8190"	"be"	"there"	"tweet"	"the"	"kiss"	1
"8191"	"be"	"there"	"when"	"the"	"germans"	1
"8192"	"be"	"thinking"	"that"	"when"	"i"	1
"8193"	"be"	"this"	"dont"	"burn"	"down"	1
"8194"	"be"	"this"	"mon"	"w"	"free"	1
"8195"	"be"	"thou"	"thusly"	"blessed"	"said"	1
"8196"	"be"	"time"	"to"	"catch"	"another"	1
"8197"	"be"	"tom"	"tomasch"	"any"	"suggestions"	1
"8198"	"be"	"too"	"but"	"you"	"deserve"	1
"8199"	"be"	"too"	"timid"	"or"	"squeamish"	1
"8200"	"be"	"totaly"	"mindless"	"luv"	"u"	1
"8201"	"be"	"treated"	"some"	"people"	"even"	1
"8202"	"be"	"treated"	"with"	"some"	"of"	1
"8203"	"be"	"true"	"anymore"	"than"	"he"	1
"8204"	"be"	"tweeting"	"needs"	"to"	"be"	1
"8205"	"be"	"two"	"girls"	"and"	"two"	1
"8206"	"be"	"uberromantic"	"and"	"beautiful"	"too"	1
"8207"	"be"	"up"	"for"	"the"	"day"	1
"8208"	"be"	"used"	"in"	"literacy"	"centers"	1
"8209"	"be"	"using"	"her"	"own"	"hair"	1
"8210"	"be"	"very"	"careful"	"when"	"eating"	1
"8211"	"be"	"very"	"disappointed"	"if"	"i"	1
"8212"	"be"	"vinny"	"but"	"i"	"only"	1
"8213"	"be"	"visible"	"on"	"the"	"belt"	1
"8214"	"be"	"waiting"	"at"	"the"	"airport"	1
"8215"	"be"	"weak"	"is"	"then"	"fundamental"	1
"8216"	"be"	"webmd"	"double"	"dangit"	"the"	1
"8217"	"be"	"welcoming"	"his"	"shiny"	"face"	1
"8218"	"be"	"wildly"	"off"	"the"	"mark"	1
"8219"	"be"	"willing"	"to"	"make"	"up"	1
"8220"	"be"	"willing"	"to"	"pay"	"for"	1
"8221"	"be"	"wished"	"a"	"happy"	"birthday"	1
"8222"	"be"	"with"	"the"	"steins"	"of"	1
"8223"	"be"	"with"	"where"	"i"	"am"	1
"8224"	"be"	"won"	"by"	"the"	"packers"	1
"8225"	"be"	"working"	"all"	"weekend"	"but"	1
"8226"	"be"	"working"	"with"	"awardwinning"	"branding"	1
"8227"	"be"	"writing"	"a"	"guest"	"post"	1
"8228"	"be"	"wrong"	"on"	"that"	"one"	1
"8229"	"be"	"you"	"you"	"have"	"chances"	1
"8230"	"beach"	"a"	"long"	"road"	"trip"	1
"8231"	"beach"	"at"	"the"	"lake"	"so"	1
"8232"	"beach"	"each"	"lets"	"get"	"away"	1
"8233"	"beach"	"i"	"would"	"highly"	"recommend"	1
"8234"	"beach"	"of"	"course"	"with"	"egg"	1
"8235"	"beach"	"of"	"tel"	"aviv"	"not"	1
"8236"	"beach"	"pretty"	"much"	"to"	"ourselves"	1
"8237"	"beachbaseball"	"in"	"delaware"	"satb"	"stop"	1
"8238"	"beaches"	"and"	"sea"	"like"	"we"	1
"8239"	"bead"	"swap"	"but"	"hopefully"	"it"	1
"8240"	"beads"	"especially"	"after"	"i"	"got"	1
"8241"	"beads"	"for"	"well"	"over"	"three"	1
"8242"	"beads"	"i"	"sent"	"and"	"i"	1
"8243"	"beads"	"let"	"them"	"speak"	"for"	1
"8244"	"beads"	"some"	"silk"	"cord"	"and"	1
"8245"	"beak"	"might"	"one"	"day"	"become"	1
"8246"	"beak"	"that"	"allows"	"a"	"bird"	1
"8247"	"beamed"	"pub"	"that"	"will"	"be"	1
"8248"	"beaming"	"faces"	"laughter"	"filled"	"the"	1
"8249"	"beams"	"without"	"a"	"care"	"in"	1
"8250"	"beans"	"and"	"dont"	"stray"	"too"	1
"8251"	"beans"	"cucumbers"	"and"	"squash"	"some"	1
"8252"	"beans"	"on"	"how"	"to"	"promote"	1
"8253"	"beans"	"right"	"here"	"and"	"im"	1
"8254"	"beans"	"until"	"slightly"	"brown"	"and"	1
"8255"	"beans"	"what"	"is"	"important"	"is"	1
"8256"	"bear"	"in"	"mind"	"that"	"the"	1
"8257"	"bear"	"the"	"brunt"	"of"	"the"	1
"8258"	"bearable"	"practicing"	"an"	"art"	"no"	1
"8259"	"beas"	"christmas"	"gifts"	"this"	"year"	1
"8260"	"beasts"	"have"	"you"	"ever"	"borne"	1
"8261"	"beat"	"and"	"hook"	"that"	"doesnt"	1
"8262"	"beat"	"down"	"on"	"the"	"nj"	1
"8263"	"beat"	"michigan"	"state"	"go"	"hoosiers"	1
"8264"	"beat"	"my"	"meat"	"then"	"i"	1
"8265"	"beat"	"the"	"egg"	"whites"	"and"	1
"8266"	"beat"	"them"	"using"	"that"	"tact"	1
"8267"	"beat"	"up"	"a"	"guy"	"i"	1
"8268"	"beat"	"up"	"diz"	"gay"	"boy"	1
"8269"	"beat"	"you"	"to"	"it"	"btw"	1
"8270"	"beatem"	"up"	"other"	"employees"	"have"	1
"8271"	"beating"	"up"	"the"	"autist"	"from"	1
"8272"	"beats"	"and"	"soaring"	"lead"	"solo"	1
"8273"	"beats"	"buzz"	"sawyer"	"to"	"end"	1
"8274"	"beats"	"mobile"	"summit"	"if"	"shoe"	1
"8275"	"beautful"	"eyes"	"and"	"i"	"see"	1
"8276"	"beautiful"	"accent"	"and"	"i"	"think"	1
"8277"	"beautiful"	"and"	"rare"	"can"	"of"	1
"8278"	"beautiful"	"and"	"win"	"oscars"	"and"	1
"8279"	"beautiful"	"blog"	"post"	"made"	"me"	1
"8280"	"beautiful"	"by"	"jennifer"	"shaw"	"wolf"	1
"8281"	"beautiful"	"city"	"of"	"bucharest"	"romania"	1
"8282"	"beautiful"	"day"	"by"	"sitting"	"inside"	1
"8283"	"beautiful"	"day"	"in"	"the"	"neighborhood"	1
"8284"	"beautiful"	"day"	"oh"	"that"	"i"	1
"8285"	"beautiful"	"day"	"windows"	"down"	"blasting"	1
"8286"	"beautiful"	"day"	"with"	"very"	"little"	1
"8287"	"beautiful"	"day"	"worked"	"out"	"at"	1
"8288"	"beautiful"	"face"	"a"	"beautiful"	"mind"	1
"8289"	"beautiful"	"here"	"kingsville"	"last"	"night"	1
"8290"	"beautiful"	"i"	"was"	"so"	"surprised"	1
"8291"	"beautiful"	"mind"	"now"	"fix"	"your"	1
"8292"	"beautiful"	"nite"	"sit"	"on"	"the"	1
"8293"	"beautiful"	"objects"	"every"	"day"	"in"	1
"8294"	"beautiful"	"slides"	"that"	"emphasize"	"the"	1
"8295"	"beautiful"	"warm"	"weather"	"in"	"nm"	1
"8296"	"beautiful"	"with"	"the"	"highest"	"energy"	1
"8297"	"beautiful"	"your"	"mom"	"is"	"one"	1
"8298"	"beautifully"	"for"	"you"	"then"	"hmm"	1
"8299"	"beautifully"	"with"	"the"	"bands"	"musical"	1
"8300"	"beautifulquite"	"clear"	"rather"	"sunny"	"and"	1
"8301"	"beautify"	"new"	"jerseys"	"communities"	"and"	1
"8302"	"beauty"	"and"	"innocence"	"the"	"pretty"	1
"8303"	"beauty"	"do"	"we"	"stop"	"to"	1
"8304"	"beauty"	"in"	"a"	"bottle"	"rt"	1
"8305"	"beauty"	"it"	"was"	"a"	"strange"	1
"8306"	"beaver"	"with"	"speed"	"and"	"mobility"	1
"8307"	"beaverton"	"town"	"square"	"fred"	"meyer"	1
"8308"	"became"	"clearer"	"the"	"other"	"girl"	1
"8309"	"became"	"discouraged"	"facing"	"school"	"all"	1
"8310"	"became"	"smitten"	"with"	"this"	"traditional"	1
"8311"	"became"	"the"	"idea"	"person"	"and"	1
"8312"	"became"	"too"	"rough"	"at"	"the"	1
"8313"	"because"	"children"	"have"	"this"	"innate"	1
"8314"	"because"	"clearly"	"noone"	"realised"	"people"	1
"8315"	"because"	"craigslist"	"didnt"	"need"	"the"	1
"8316"	"because"	"depression"	"is"	"serious"	"i"	1
"8317"	"because"	"gods"	"strength"	"is"	"made"	1
"8318"	"because"	"greece"	"is"	"trapped"	"in"	1
"8319"	"because"	"guess"	"what"	"weve"	"had"	1
"8320"	"because"	"he"	"is"	"dysfunctional"	"your"	1
"8321"	"because"	"he"	"thinks"	"diana"	"is"	1
"8322"	"because"	"her"	"would"	"be"	"on"	1
"8323"	"because"	"hes"	"so"	"damned"	"gorgeous"	1
"8324"	"because"	"i"	"already"	"know"	"how"	1
"8325"	"because"	"i"	"am"	"perfectly"	"cured"	1
"8326"	"because"	"i"	"cant"	"do"	"without"	1
"8327"	"because"	"i"	"grewup"	"skipping"	"rope"	1
"8328"	"because"	"i"	"had"	"lost"	"contact"	1
"8329"	"because"	"i"	"had"	"three"	"days"	1
"8330"	"because"	"i"	"hold"	"it"	"just"	1
"8331"	"because"	"i"	"know"	"my"	"love"	1
"8332"	"because"	"i"	"love"	"you"	"so"	1
"8333"	"because"	"i"	"want"	"to"	"get"	1
"8334"	"because"	"i"	"want"	"to"	"i"	1
"8335"	"because"	"i"	"wanted"	"to"	"give"	1
"8336"	"because"	"i"	"was"	"a"	"part"	1
"8337"	"because"	"i"	"was"	"curious"	"if"	1
"8338"	"because"	"i"	"was"	"replying"	"to"	1
"8339"	"because"	"im"	"not"	"following"	"someone"	1
"8340"	"because"	"im"	"the"	"answer"	"to"	1
"8341"	"because"	"it"	"all"	"comes"	"down"	1
"8342"	"because"	"it"	"can"	"be"	"taxed"	1
"8343"	"because"	"it"	"has"	"no"	"answer"	1
"8344"	"because"	"it"	"is"	"the"	"most"	1
"8345"	"because"	"it"	"might"	"help"	"out"	1
"8346"	"because"	"it"	"was"	"a"	"more"	1
"8347"	"because"	"it"	"was"	"comfortable"	"and"	1
"8348"	"because"	"it"	"was"	"rocky"	"horror"	1
"8349"	"because"	"it"	"was"	"the"	"end"	1
"8350"	"because"	"its"	"free"	"ladies"	"my"	1
"8351"	"because"	"its"	"good"	"for"	"you"	1
"8352"	"because"	"its"	"hahaha"	"better"	"see"	1
"8353"	"because"	"its"	"legislative"	"encroachment"	"on"	1
"8354"	"because"	"its"	"mine"	"forever"	"mine"	1
"8355"	"because"	"its"	"so"	"thick"	"and"	1
"8356"	"because"	"like"	"the"	"stylish"	"owner"	1
"8357"	"because"	"my"	"college"	"baby"	"will"	1
"8358"	"because"	"obviously"	"one"	"unschooler"	"represents"	1
"8359"	"because"	"of"	"all"	"the"	"hormones"	1
"8360"	"because"	"of"	"concerns"	"that"	"terrorists"	1
"8361"	"because"	"of"	"him"	"and"	"who"	1
"8362"	"because"	"of"	"him"	"i"	"do"	1
"8363"	"because"	"of"	"that"	"this"	"circumstance"	1
"8364"	"because"	"of"	"the"	"earthquake"	"that"	1
"8365"	"because"	"of"	"the"	"potential"	"for"	1
"8366"	"because"	"of"	"their"	"prices"	"but"	1
"8367"	"because"	"of"	"this"	"or"	"because"	1
"8368"	"because"	"only"	"a"	"few"	"days"	1
"8369"	"because"	"only"	"god"	"knows"	"what"	1
"8370"	"because"	"our"	"republican"	"and"	"democratic"	1
"8371"	"because"	"she"	"and"	"i"	"have"	1
"8372"	"because"	"she"	"came"	"to"	"work"	1
"8373"	"because"	"she"	"is"	"choosing"	"this"	1
"8374"	"because"	"she"	"was"	"told"	"that"	1
"8375"	"because"	"sittes"	"book"	"city"	"planning"	1
"8376"	"because"	"thats"	"the"	"way"	"weve"	1
"8377"	"because"	"the"	"dems"	"will"	"beat"	1
"8378"	"because"	"the"	"espresso"	"was"	"really"	1
"8379"	"because"	"the"	"internet"	"is"	"made"	1
"8380"	"because"	"the"	"team"	"chooses"	"to"	1
"8381"	"because"	"they"	"listen"	"to"	"their"	1
"8382"	"because"	"they"	"may"	"cause"	"heart"	1
"8383"	"because"	"they"	"ravage"	"everything"	"they"	1
"8384"	"because"	"watching"	"this"	"film"	"i"	1
"8385"	"because"	"we"	"are"	"hosting"	"tweet"	1
"8386"	"because"	"we"	"love"	"them"	"we"	1
"8387"	"because"	"you"	"can"	"that"	"simply"	1
"8388"	"because"	"you"	"know"	"an"	"underling"	1
"8389"	"because"	"you"	"matilda"	"mattie"	"mathers"	1
"8390"	"becki"	"thank"	"you"	"cox"	"for"	1
"8391"	"become"	"a"	"disability"	"but"	"natural"	1
"8392"	"become"	"a"	"full"	"time"	"blogger"	1
"8393"	"become"	"a"	"ministerial"	"adviser"	"on"	1
"8394"	"become"	"a"	"saint"	"this"	"may"	1
"8395"	"become"	"a"	"womenand"	"is"	"hoping"	1
"8396"	"become"	"and"	"the"	"part"	"nina"	1
"8397"	"become"	"better"	"at"	"spelling"	"writing"	1
"8398"	"become"	"big"	"business"	"as"	"well"	1
"8399"	"become"	"by"	"creating"	"their"	"own"	1
"8400"	"become"	"commonplace"	"in"	"a"	"species"	1
"8401"	"become"	"enemies"	"lovers"	"become"	"strangers"	1
"8402"	"become"	"every"	"bit"	"the"	"central"	1
"8403"	"become"	"extremely"	"close"	"as"	"bobs"	1
"8404"	"become"	"familiar"	"with"	"the"	"surrounding"	1
"8405"	"become"	"more"	"you"	"are"	"a"	1
"8406"	"become"	"obsessed"	"with"	"reading"	"the"	1
"8407"	"become"	"strangers"	"youll"	"be"	"judged"	1
"8408"	"become"	"the"	"stuff"	"of"	"a"	1
"8409"	"becomes"	"a"	"breakout"	"hit"	"in"	1
"8410"	"becomes"	"clear"	"that"	"ichika"	"might"	1
"8411"	"becomes"	"clear"	"that"	"very"	"few"	1
"8412"	"becomes"	"partly"	"visible"	"even"	"though"	1
"8413"	"becomes"	"too"	"common"	"endler"	"frost"	1
"8414"	"becomes"	"widely"	"popular"	"and"	"is"	1
"8415"	"becoming"	"a"	"champion"	"bser"	"come"	1
"8416"	"becoming"	"a"	"fullout"	"cyber"	"stalker"	1
"8417"	"becoming"	"a"	"slang"	"term"	"for"	1
"8418"	"becoming"	"the"	"new"	"boa"	"good"	1
"8419"	"becuase"	"im"	"almost"	"positive"	"that"	1
"8420"	"bed"	"and"	"seething"	"over"	"stupid"	1
"8421"	"bed"	"being"	"compulsively"	"organized"	"isnt"	1
"8422"	"bed"	"but"	"still"	"didnt"	"manage"	1
"8423"	"bed"	"by"	"i"	"think"	"i"	1
"8424"	"bed"	"early"	"and"	"woke"	"up"	1
"8425"	"bed"	"in"	"the"	"living"	"room"	1
"8426"	"bed"	"in"	"the"	"morning"	"and"	1
"8427"	"bed"	"its"	"just"	"one"	"of"	1
"8428"	"bed"	"looks"	"so"	"inviting"	"want"	1
"8429"	"bed"	"my"	"dreams"	"are"	"so"	1
"8430"	"bed"	"right"	"about"	"nowam"	"will"	1
"8431"	"bed"	"this"	"morning"	"is"	"the"	1
"8432"	"bed"	"where"	"i"	"stayed"	"til"	1
"8433"	"bed"	"with"	"a"	"smile"	"on"	1
"8434"	"bed"	"with"	"them"	"or"	"read"	1
"8435"	"bedisney"	"world"	"disneyland"	"disney"	"cruise"	1
"8436"	"bedroom"	"over"	"the"	"bed"	"in"	1
"8437"	"beds"	"calling"	"gn"	"true"	"believers"	1
"8438"	"beds"	"like"	"this"	"room"	"the"	1
"8439"	"beecher"	"field"	"the"	"commitment"	"to"	1
"8440"	"beef"	"healthier"	"for"	"you"	"and"	1
"8441"	"beef"	"not"	"only"	"is"	"our"	1
"8442"	"beefed"	"up"	"around"	"us"	"airports"	1
"8443"	"beehives"	"at"	"neighboring"	"yards"	"is"	1
"8444"	"been"	"a"	"bit"	"more"	"lehman"	1
"8445"	"been"	"a"	"candidate"	"at"	"his"	1
"8446"	"been"	"a"	"chemistry"	"major"	"back"	1
"8447"	"been"	"a"	"different"	"person"	"and"	1
"8448"	"been"	"a"	"fun"	"thing"	"well"	1
"8449"	"been"	"a"	"peep"	"a"	"squeak"	1
"8450"	"been"	"a"	"per"	"cent"	"increase"	1
"8451"	"been"	"a"	"purpose"	"driven"	"person"	1
"8452"	"been"	"a"	"storm"	"and"	"it"	1
"8453"	"been"	"a"	"very"	"rare"	"experience"	1
"8454"	"been"	"able"	"to"	"run"	"that"	1
"8455"	"been"	"after"	"me"	"so"	"i"	1
"8456"	"been"	"an"	"entrenched"	"principle"	"since"	1
"8457"	"been"	"apathetic"	"the"	"wall"	"street"	1
"8458"	"been"	"asked"	"to"	"give"	"his"	1
"8459"	"been"	"at"	"him"	"too"	"hard"	1
"8460"	"been"	"away"	"and"	"i"	"hope"	1
"8461"	"been"	"away"	"far"	"too"	"long"	1
"8462"	"been"	"away"	"maybe"	"i"	"will"	1
"8463"	"been"	"away"	"on"	"a"	"very"	1
"8464"	"been"	"awhile"	"between"	"city"	"guides"	1
"8465"	"been"	"beefed"	"up"	"around"	"us"	1
"8466"	"been"	"blogging"	"about"	"this"	"too"	1
"8467"	"been"	"both"	"of"	"us"	"i"	1
"8468"	"been"	"broken"	"into"	"my"	"immediate"	1
"8469"	"been"	"called"	"a"	"thug"	"more"	1
"8470"	"been"	"collapsed"	"into"	"a"	"single"	1
"8471"	"been"	"collected"	"in"	"issue"	"of"	1
"8472"	"been"	"complete"	"without"	"an"	"activity"	1
"8473"	"been"	"conditioned"	"to"	"feel"	"like"	1
"8474"	"been"	"cooking"	"since"	"am"	"a"	1
"8475"	"been"	"cursed"	"with"	"something"	"far"	1
"8476"	"been"	"damn"	"but"	"im"	"doin"	1
"8477"	"been"	"deemed"	"essential"	"or"	"would"	1
